"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"18704038","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-73.9529948344429
"18704042","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-73.011994900171
"18704046","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-74.5899947899489
"18704051","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-73.4059948726504
"18704055","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-73.608994858471
"18704059","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-76.5109946557686
"18710036","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-74.3529948065032
"18710041","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-71.652994995096
"18710045","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-71.8589949807071
"18710049","RN_STZ_2744_1Hz","RN","STZ","2744","1Hz","Ediast (mV)",-74.5519947926032
"18703041","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.7229948505082
"18703045","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.847994841777
"18703049","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-69.7539951277396
"18703056","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-66.6039328477689
"18703059","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-74.3169948090178
"18703064","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.4059948726504
"18704027","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-67.4389952894405
"18704033","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.8299948430343
"18704039","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.7789948465966
"18704043","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.7659948475047
"18704047","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.840994842266
"18704052","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.2959948803338
"18704056","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-73.1279948920684
"18704060","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-75.1399947515319
"18710037","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-75.9479321950981
"18710042","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-71.0089950400789
"18710046","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-69.106995172932
"18710050","RN_STZ_2744_2Hz","RN","STZ","2744","2Hz","Ediast (mV)",-74.0139948301821
"18703042","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-73.5189948647574
"18703046","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-71.9209949763764
"18703053","RN_STZ_2744_4Hz","RN","STZ","2744","4Hz","Ediast (mV)",-68.0639952457848
