"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"14731026","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 50 (ms)",4.6
"14116026","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",48.8
"14116029","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",54.7
"14121000","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",38.1
"14121027","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",42.3
"14204058","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",68.4
"14204068","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",47.9
"14205006","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",73.7
"14205013","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",71.7
"14206021","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",18
"14731025","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",10.3
"14731028","HS_Atrial_Tyr_0.5Hz","HS","Atrial","Tyr","0.5Hz","APD 70 (ms)",9.6
"14116027","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",63.3
"14116030","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",54.1
"14121001","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",37.2
"14121028","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",45.1
"14204059","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",70.9
"14204067","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",49.8
"14205008","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",70.3
"14205014","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",78.6
"14206023","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",18.6
"14731026","HS_Atrial_Tyr_1Hz","HS","Atrial","Tyr","1Hz","APD 70 (ms)",9.8
