"File Name","Ediast (mV)","Peak (mV)","APA (mV)","dV/dt max y (V/s)","Negative dV/dt max y (V/s)","SD1","SD2","SD1_SD2 Ratio","APD 20 (ms)","APD 50 (ms)","APD 90 (ms)","Folder","Condition 1","Condition 2","Condition 3","Condition 4"
"17n30009",-88.5620075122804,-44.0673807194117,44.4946267928686,122.070306701974,-195.312490723185,7.19834703247905,2.53804444444444,2.83617847915768,0.191999999999998,0.319999999999999,2.412,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"17n30014",-73.8342250086875,57.0678683831717,130.902093391859,244.140613403961,-158.691398712525,2.5705688518735,12.4489666666667,0.206488531996511,44.316,145.248,185.3,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215007",-81.4332903943946,52.8985607526875,134.331851147082,248.999029003061,-129.248049763918,0.933380951166243,9.86488888888889,0.0946164687386937,56.88,126.88,150.12,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215023",-85.2317523933594,48.2531749066675,133.484927300027,245.034795516016,-82.0526141387059,0.985235448453258,8.04655555555556,0.122441887295866,39,99.84,121.12,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215030",-90.8604756637024,42.9119882638452,133.772463927548,221.966557695717,-4.05273446558556,1.418927607581,10.0052222222222,0.141818699881495,60.72,136.76,159.92,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215034",-86.9115009660609,48.9440928908607,135.855593856922,237.966924264291,-93.679811664219,1.41892760758101,13.2505555555556,0.107084386132482,97.76,180.4,200.64,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215050",-81.7440814169663,52.2973644501872,134.041445867154,278.289801142137,-64.6179213661978,1.16436916635384,7.747,0.150299363153975,36.16,94.64,115.2,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215065",-78.6024797842461,54.2346203528632,132.837100137109,179.501346785607,-5.84106458368271,0.843814092215944,7.79655555555556,0.108229087345459,50.16,100.68,116.2,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18215069",-99.5639060340205,36.4453133146162,136.009219348637,253.027349405603,-155.075076708385,1.56506300902622,12.2842222222222,0.127404322448272,81.2,160.44,182.36,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18d03013",-75.9542863656793,56.0351575024834,131.989443868163,318.679816693365,-20.2545170542862,1.15022703073012,7.28466666666667,0.157897002479654,31.84,86.84,109.76,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18d03017",-83.3989886805189,51.911011902489,135.310000583008,276.992804042838,-5.07507335562429,1.93275853524323,6.784,0.284899548237504,27.08,81.64,101.24,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18d03021",-82.6117572176104,54.5483410630004,137.160098280611,298.858649258135,-150.109866636466,1.40007142674936,9.96855555555555,0.140448776048511,57.72,148.4,176.68,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18d12022",-79.5961931853635,52.2857677702405,131.881960955604,220.175175819735,-35.9985359608798,1.38592929112563,8.81422222222222,0.157237843133959,42.6,100.92,123.44,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18d12026",-83.4982318467997,48.2263194373172,131.724551284117,265.106207097459,-31.5460212129208,1.45192592403637,7.58088888888889,0.191524496047479,27.56,85.36,114,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"18d12054",-79.6067522676308,52.3974621086745,132.004214376305,157.540897076003,-3.78112801420218,1.92804449003532,10.7212222222222,0.17983439295186,59.64,142.08,168.76,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"19307007",-82.7709369086683,52.5329601585782,135.303897067247,197.247318861948,-4.78820811483742,2.23445742854949,9.85711111111111,0.226684817018119,49.68,141.12,169.84,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"19307007_2",-74.671627312663,51.3183569375088,125.989984250172,164.031974630773,-34.729002256711,2.13074843397546,8.45177777777778,0.252106537819514,40.48,100.56,123.48,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"19307011",-76.1333635181195,52.6800548884285,128.813418406548,236.074834378245,-76.6296403846805,1.23036579926459,9.87722222222222,0.124565973264878,61.92,134.16,151.36,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"19314013",-67.5988737423508,53.5888646421655,121.187738384516,198.028555047272,-4.08935527451642,4.15307382816899,11.0487777777778,0.375885361412734,58.12,140.32,167.6,"GP_CTRL_Tyr_2Hz","GP","CTRL","Tyr","2Hz"
"17421007",-75.0825212094751,59.6954359046095,134.777957114085,176.474002967939,-3.67736824625839,0.952237131997885,9.26577777777778,0.102769260696241,42.24,109.48,135.68,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"17421043",-75.3337419182153,52.1447765561516,127.478518474367,206.454472388053,-29.8492438312452,0.188561808316413,2.97244444444444,0.0634366131447262,15.44,32.68,42.92,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"17502013",-64.9420180531297,64.3273940159543,129.269412069084,91.7175313469219,-6.17980970844195,0.664680374315354,4.599,0.14452715249301,23.36,52.48,67.56,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"17n30006",-71.2829555986163,54.0161107156224,125.299066314239,283.813463082088,-148.228229566766,0.818358248093233,9.60851111111111,0.0851701412039684,8.088,73.888,141.992,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"17n30010",-67.8100553729452,45.7153298598883,113.525385232834,250.244128739046,-170.389803104878,1.43636957485027,7.4543,0.192690068128499,11.104,48.104,110.176,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"17n30015",-74.7619593396225,56.8237277697678,131.58568710939,343.322737599295,-152.587883377499,1.23696546255567,8.70773333333333,0.142053668297414,29.12,96.552,128.636,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215008",-80.6707781703199,50.4510509323564,131.121829102676,205.557255571124,-32.5408942820333,0.782531504513112,7.62666666666667,0.102604655312034,35.16,85.08,109.6,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215024",-81.9762591565309,42.9516611162944,124.927920272825,122.470095510858,-4.88281260913936,0.570399470157148,2.533,0.225187315498282,11.92,30.08,45.28,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215031",-90.0280781841594,41.2371835389104,131.26526172307,121.209719506124,-3.56140144679133,1.2350798444725,8.25022222222222,0.149702615421168,39.08,98.84,125.12,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215035",-85.9184589516772,48.5827647577844,134.501223709462,177.294925837849,-4.58984385259114,1.29164838696742,9.66555555555555,0.133634158899952,57.8,129.76,151.72,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215051",-81.7886370820247,50.4779064017066,132.266543483731,226.251225760235,-61.4044203178084,0.655252283899533,6.43522222222222,0.101822790460414,26.92,72.2,93.28,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215066",-78.54046806411,50.2862560067979,128.826724070908,148.519900780616,-5.26733410210909,0.542115198909684,4.80433333333333,0.11283879808014,25.12,56.6,72.52,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18215070",-100.000002235174,33.3691413708584,133.369143606033,230.767827423687,-153.140262212015,1.07008826219564,8.00188888888889,0.133729457763594,42.96,98.24,119.64,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18d03014",-89.9399434165644,-49.8962413496429,40.0437020669215,0.56152345005103,-108.126833471511,0.0094280904158206,0.152888888888889,0.0616662890569662,0,0.199999999999999,2.4,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18d03018",-82.6616839765389,49.622193491955,132.283877468494,179.946903436188,-4.92858897735017,0.697678690770727,4.76022222222222,0.146564311118448,18.4,53.4,72.24,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18d03022",-82.6860980395846,51.3049327873796,133.991030826964,260.94360934817,-129.669192351458,0.391265752256556,6.30433333333333,0.0620629861349161,23.88,64.96,89.32,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18d12023",-78.6378191405047,52.2692882776846,130.907107418189,204.824833679753,-3.5552979310295,0.91923881554251,8.64277777777778,0.106359186731151,41.6,103.24,130.76,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18d12027",-82.0867327918127,47.1813975389614,129.268130330774,248.916631540281,-3.42102058427827,0.89566858950296,5.99377777777778,0.149433065874363,22.12,66.92,97.52,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"18d12055",-79.3621233559129,47.7819834898856,127.144106845798,118.301394245805,-66.2353530429757,0.810815775760574,7.39355555555555,0.109665203658519,38.36,85.04,109.36,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"19307008 2",-67.704464557648,47.9919410798801,115.696405637528,108.978266308185,-4.42504861794643,1.35293097467026,6.83166666666667,0.198038200732412,23.6,70.96,98,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"19307008",-82.8590716762633,49.9603282651379,132.819399941401,299.545294781295,-84.8724384204847,1.07008826219564,7.32877777777778,0.146011830982289,30.96,83.2,109.6,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"19307012",-75.0620744316743,49.8950206464906,124.957095078165,197.024540536655,-79.2785662251393,0.900382634710868,6.73233333333333,0.133740055658395,36.64,84.32,100.12,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
"19314014",-65.9979216699544,45.2392556637507,111.237177333705,112.823480969298,-4.82177711472788,0.292270802890439,2.02133333333333,0.144593075308594,7.68,18.24,31.24,"GP_CTRL_Tyr_4Hz","GP","CTRL","Tyr","4Hz"
