"File Name","Folder","Condition 1","Condition 2","Condition 3","Condition 4","variable","value"
"18215062","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",133.468020561368
"18215067","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",138.741336108923
"18d03011","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",137.086856091474
"18d03015","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",138.823123220126
"18d03019","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",139.239382995055
"18d12020","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",134.93591610199
"18d12024","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",136.025210559932
"18d12052","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",133.481204155412
"19307004","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",127.933343532867
"19307005","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",134.454836989675
"19307009","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",136.765933232738
"19314011","GP_CTRL_Tyr_0.5Hz","GP","CTRL","Tyr","0.5Hz","APA (mV)",127.120965641766
"17421004","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",132.455752472336
"17421041","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",132.772891151299
"17502011","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",134.178530831155
"17n30004","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",136.376946647443
"17n30008","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",130.145257490307
"17n30013","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",132.189935127565
"18215006","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",136.534854126011
"18215022","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",134.820010337681
"18215029","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",135.415652440838
"18215033","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",138.264346352168
"18215049","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",135.575442483472
"18215063","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",134.780520590704
"18215068","GP_CTRL_Tyr_1Hz","GP","CTRL","Tyr","1Hz","APA (mV)",138.123782384182
